,name,symbol,slug,num_market_pairs,is_active,cmc_rank,last_updated,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.last_updated
14,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:07:03.000Z,1.44573088,7.77788005,37.04850894,42.83106468,-13.48512832,-45.10499224,2021-08-13 21:07:03+00:00
15,Monero,XMR,monero,161,1,28,2021-08-13T21:07:04.000Z,-0.05784695,4.01239113,3.59302042,33.80708021,-1.44657067,-32.18799488,2021-08-13 21:07:04+00:00
16,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:07:02.000Z,0.68789872,7.43871096,12.78706823,64.52584057,27.68566437,-13.84052193,2021-08-13 21:07:02+00:00
17,Cardano,ADA,cardano,286,1,4,2021-08-13T21:06:07.000Z,2.19242389,16.73415778,45.56906176,61.15015256,30.55666384,-10.23315063,2021-08-13 21:06:07+00:00
18,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:13:02.000Z,0.5416234,7.56821462,11.98727954,45.53142751,18.84708351,-1.3481881,2021-08-13 21:13:02+00:00
19,Litecoin,LTC,litecoin,710,1,13,2021-08-13T21:13:02.000Z,0.15950372,9.72687073,22.36957426,38.29537385,3.82469671,-41.39411087,2021-08-13 21:13:02+00:00
20,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:13:03.000Z,1.1758749,7.75956876,37.47765883,43.4522804,-12.98000673,-45.03023439,2021-08-13 21:13:03+00:00
21,Monero,XMR,monero,161,1,28,2021-08-13T21:13:04.000Z,-0.25520067,4.00807949,3.563905,33.78171135,-1.18267327,-32.18945423,2021-08-13 21:13:04+00:00
22,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:13:02.000Z,0.34970475,7.44283385,13.03566558,65.15768233,28.27842698,-13.71108039,2021-08-13 21:13:02+00:00
23,Cardano,ADA,cardano,286,1,4,2021-08-13T21:12:08.000Z,-0.30053083,15.92376195,45.30091021,61.04740642,30.78213105,-10.56456932,2021-08-13 21:12:08+00:00
24,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:19:02.000Z,0.02507877,7.29338459,12.08348643,44.86426894,18.83377858,-1.4332916,2021-08-13 21:19:02+00:00
25,Litecoin,LTC,litecoin,710,1,13,2021-08-13T21:19:02.000Z,-0.49282153,9.54247039,22.17021325,37.61637977,3.65709916,-41.50617722,2021-08-13 21:19:02+00:00
26,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:19:03.000Z,1.15771316,7.64969007,37.87370726,42.78866746,-12.94598766,-45.08374834,2021-08-13 21:19:03+00:00
27,Monero,XMR,monero,161,1,28,2021-08-13T21:19:04.000Z,-0.02983697,4.26039973,3.85195114,33.88181739,-0.84622406,-32.18847022,2021-08-13 21:19:04+00:00
28,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:19:02.000Z,0.10327962,7.30180776,13.29510715,64.54494604,28.15937066,-13.70673843,2021-08-13 21:19:02+00:00
29,Cardano,ADA,cardano,286,1,4,2021-08-13T21:18:08.000Z,0.06184611,16.21275477,46.02501356,61.01073176,31.59177084,-10.34163492,2021-08-13 21:18:08+00:00
30,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:24:02.000Z,0.2862315,7.25660448,12.01598739,45.19695576,19.15595399,-1.31094761,2021-08-13 21:24:02+00:00
31,Litecoin,LTC,litecoin,710,1,12,2021-08-13T21:24:02.000Z,0.18393406,9.4866808,22.38517231,38.15873133,4.04226229,-41.43750048,2021-08-13 21:24:02+00:00
32,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:24:03.000Z,1.26036789,7.08575346,37.65130449,42.82727989,-12.99469528,-45.37134674,2021-08-13 21:24:03+00:00
33,Monero,XMR,monero,161,1,28,2021-08-13T21:24:04.000Z,0.16913129,4.00110305,3.67709414,34.06242047,-0.99358063,-32.06948713,2021-08-13 21:24:04+00:00
34,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:24:02.000Z,0.21942856,7.08679517,13.44121852,64.82690377,28.5016085,-13.30309681,2021-08-13 21:24:02+00:00
35,Cardano,ADA,cardano,286,1,4,2021-08-13T21:23:08.000Z,0.42368903,15.66438534,45.98819119,61.204557,31.95289294,-10.35892499,2021-08-13 21:23:08+00:00
36,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:29:02.000Z,0.44697686,7.79391512,12.00161607,45.28168009,19.29926879,-1.32560662,2021-08-13 21:29:02+00:00
37,Litecoin,LTC,litecoin,710,1,12,2021-08-13T21:29:02.000Z,0.04616269,10.35474232,22.58085122,38.50350189,4.34212662,-41.33764001,2021-08-13 21:29:02+00:00
38,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:29:03.000Z,1.20545349,8.03267649,37.59689608,42.72804844,-12.88473126,-45.2351477,2021-08-13 21:29:03+00:00
39,Monero,XMR,monero,161,1,28,2021-08-13T21:29:04.000Z,0.18503893,4.30677206,3.49998668,33.93913195,-0.63309552,-32.12080295,2021-08-13 21:29:04+00:00
40,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:29:02.000Z,0.32746098,7.76511019,13.51238399,64.72023446,28.63218317,-13.53018609,2021-08-13 21:29:02+00:00
41,Cardano,ADA,cardano,286,1,4,2021-08-13T21:28:07.000Z,0.07089944,16.49136008,45.87920168,61.30602527,32.01187932,-10.81390136,2021-08-13 21:28:07+00:00
42,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:32:02.000Z,0.42635016,7.67085749,11.93169641,45.11945123,19.2404265,-1.30082427,2021-08-13 21:32:02+00:00
43,Litecoin,LTC,litecoin,710,1,12,2021-08-13T21:32:02.000Z,0.15108038,10.14889154,22.47407118,38.42109353,4.3389804,-41.42887094,2021-08-13 21:32:02+00:00
44,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:32:03.000Z,0.91022956,7.35340661,36.88205975,41.73752103,-13.31948719,-45.41585777,2021-08-13 21:32:03+00:00
45,Monero,XMR,monero,161,1,28,2021-08-13T21:32:04.000Z,0.35331339,4.27097649,3.54837469,33.9469928,-0.6348066,-31.78733625,2021-08-13 21:32:04+00:00
46,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:32:02.000Z,0.43530984,7.57472154,13.6471043,64.58200217,28.60879808,-13.2142214,2021-08-13 21:32:02+00:00
47,Cardano,ADA,cardano,286,1,4,2021-08-13T21:31:08.000Z,0.0394632,16.38153356,46.04150547,61.3234813,32.13143172,-11.1259356,2021-08-13 21:31:08+00:00
48,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:39:02.000Z,0.51066587,7.66516735,11.86283177,44.97006509,18.92047937,-1.54212049,2021-08-13 21:39:02+00:00
49,Litecoin,LTC,litecoin,710,1,12,2021-08-13T21:39:02.000Z,0.00683398,9.59850156,21.88108096,37.69987967,3.77290469,-41.80225482,2021-08-13 21:39:02+00:00
50,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:39:03.000Z,1.6975375,7.83974535,37.41904843,42.68266978,-12.74115346,-45.15943547,2021-08-13 21:39:03+00:00
51,Monero,XMR,monero,161,1,28,2021-08-13T21:39:04.000Z,0.3298008,4.08140446,3.43797062,33.60603583,-0.88555582,-32.03131634,2021-08-13 21:39:04+00:00
52,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:39:02.000Z,0.48478806,7.41720291,13.4945159,64.36029806,28.45526694,-13.68604285,2021-08-13 21:39:02+00:00
53,Cardano,ADA,cardano,286,1,4,2021-08-13T21:38:08.000Z,-0.10156148,15.55107463,45.83436646,60.5696402,31.63489909,-11.40979319,2021-08-13 21:38:08+00:00
54,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:39:02.000Z,0.51066587,7.66516735,11.86283177,44.97006509,18.92047937,-1.54212049,2021-08-13 21:39:02+00:00
55,Litecoin,LTC,litecoin,710,1,12,2021-08-13T21:39:02.000Z,0.00683398,9.59850156,21.88108096,37.69987967,3.77290469,-41.80225482,2021-08-13 21:39:02+00:00
56,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:39:03.000Z,1.6975375,7.83974535,37.41904843,42.68266978,-12.74115346,-45.15943547,2021-08-13 21:39:03+00:00
57,Monero,XMR,monero,161,1,28,2021-08-13T21:39:04.000Z,0.3298008,4.08140446,3.43797062,33.60603583,-0.88555582,-32.03131634,2021-08-13 21:39:04+00:00
58,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:39:02.000Z,0.48478806,7.41720291,13.4945159,64.36029806,28.45526694,-13.68604285,2021-08-13 21:39:02+00:00
59,Cardano,ADA,cardano,286,1,4,2021-08-13T21:38:08.000Z,-0.10156148,15.55107463,45.83436646,60.5696402,31.63489909,-11.40979319,2021-08-13 21:38:08+00:00
60,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:47:02.000Z,0.51249019,7.76658708,11.9198237,45.08141065,18.69329386,-1.75744858,2021-08-13 21:47:02+00:00
61,Litecoin,LTC,litecoin,710,1,12,2021-08-13T21:47:02.000Z,0.60680675,10.2278241,22.28591802,38.04913035,4.09296258,-41.44837355,2021-08-13 21:47:02+00:00
62,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:47:03.000Z,1.9449999,8.66275317,37.53830718,43.21109939,-12.81692162,-46.12743549,2021-08-13 21:47:03+00:00
63,Monero,XMR,monero,161,1,28,2021-08-13T21:47:04.000Z,0.46369829,4.63144233,2.05783813,33.75603421,-0.9064502,-32.33639845,2021-08-13 21:47:04+00:00
64,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:47:02.000Z,0.45260608,7.82776127,13.3433328,64.37462594,28.06356701,-13.88170043,2021-08-13 21:47:02+00:00
65,Cardano,ADA,cardano,286,1,4,2021-08-13T21:46:07.000Z,-0.06992787,16.36066586,45.82910256,60.63564512,31.21363629,-10.76720799,2021-08-13 21:46:07+00:00
66,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:54:02.000Z,0.17991392,7.5717221,11.86261386,44.85525956,18.50346647,-1.89611732,2021-08-13 21:54:02+00:00
67,Litecoin,LTC,litecoin,710,1,12,2021-08-13T21:54:02.000Z,-0.05165145,9.89043823,21.94406513,37.67949453,3.61821654,-41.93113527,2021-08-13 21:54:02+00:00
68,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:54:03.000Z,1.16173104,8.35295357,37.18237581,42.79373335,-13.28517211,-46.09435591,2021-08-13 21:54:03+00:00
69,Monero,XMR,monero,161,1,28,2021-08-13T21:54:04.000Z,0.28435269,4.64708647,1.61154616,33.47832366,-0.90665533,-32.36502406,2021-08-13 21:54:04+00:00
70,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:54:02.000Z,0.09774327,7.76565297,13.30137604,64.13999924,27.90343322,-13.95380107,2021-08-13 21:54:02+00:00
71,Cardano,ADA,cardano,286,1,4,2021-08-13T21:53:07.000Z,-0.32118671,16.49725153,45.8597932,60.5093292,31.22396523,-10.50154215,2021-08-13 21:53:07+00:00
72,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T21:56:02.000Z,0.13307545,7.50004312,11.85438159,44.74545039,18.40069044,-1.90793428,2021-08-13 21:56:02+00:00
73,Litecoin,LTC,litecoin,710,1,13,2021-08-13T21:56:02.000Z,-0.07375107,9.70336398,21.92417937,37.55267942,3.53348911,-41.98128438,2021-08-13 21:56:02+00:00
74,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T21:56:03.000Z,1.00000898,8.10811815,37.09852116,42.66657252,-13.44071664,-46.22191466,2021-08-13 21:56:03+00:00
75,Monero,XMR,monero,161,1,28,2021-08-13T21:56:04.000Z,0.24531653,4.57065875,1.63758232,33.44128342,-0.93162422,-32.40746046,2021-08-13 21:56:04+00:00
76,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T21:56:02.000Z,0.08883668,7.73822629,13.33408664,64.18918476,27.78034362,-13.90309662,2021-08-13 21:56:02+00:00
77,Cardano,ADA,cardano,286,1,4,2021-08-13T21:55:07.000Z,-0.22379109,16.37141267,45.94446652,60.57465544,31.13075654,-9.95032442,2021-08-13 21:55:07+00:00
78,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:04:02.000Z,-0.06360638,7.47904977,11.96379049,44.79406794,18.14752487,-1.7518444,2021-08-13 22:04:02+00:00
79,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:04:02.000Z,0.28968109,9.98373572,21.40503003,37.99699933,3.21131879,-41.62856499,2021-08-13 22:04:02+00:00
80,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:04:03.000Z,0.25548124,7.42920857,36.93224643,42.44251105,-13.59474264,-46.28213327,2021-08-13 22:04:03+00:00
81,Monero,XMR,monero,161,1,28,2021-08-13T22:04:04.000Z,0.08964872,4.31979789,2.30349712,33.50855581,-0.96847765,-32.18598467,2021-08-13 22:04:04+00:00
82,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:04:02.000Z,0.33456209,7.90287004,13.88339486,64.47128107,28.04372808,-13.71618833,2021-08-13 22:04:02+00:00
83,Cardano,ADA,cardano,286,1,4,2021-08-13T22:03:08.000Z,-0.89840089,15.57456162,45.19410128,59.44145486,30.16836586,-10.93023193,2021-08-13 22:03:08+00:00
84,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:07:02.000Z,-0.04230734,7.6871106,11.74082163,44.86355149,18.39002021,-1.72892593,2021-08-13 22:07:02+00:00
85,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:07:02.000Z,0.12761447,10.45318534,21.38095291,37.89420906,3.86668588,-41.79322465,2021-08-13 22:07:02+00:00
86,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:07:03.000Z,-0.05425376,8.25550269,36.69308053,42.47772669,-13.54883629,-46.39873299,2021-08-13 22:07:03+00:00
87,Monero,XMR,monero,161,1,28,2021-08-13T22:07:04.000Z,0.27238304,4.73731159,2.3825945,33.53114997,-0.86856582,-32.22231571,2021-08-13 22:07:04+00:00
88,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:07:02.000Z,0.33326968,8.34302352,13.69269855,64.59276767,28.0498988,-13.61989723,2021-08-13 22:07:02+00:00
89,Cardano,ADA,cardano,286,1,4,2021-08-13T22:06:08.000Z,-1.00274875,15.59044071,44.87915456,58.97832484,30.06939824,-11.14058158,2021-08-13 22:06:08+00:00
90,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:14:02.000Z,-0.33890792,7.68404972,11.67471115,45.00123821,18.25180049,-1.86378345,2021-08-13 22:14:02+00:00
91,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:14:02.000Z,-0.30067855,10.62120675,21.49457488,37.94959004,2.95188291,-41.7707173,2021-08-13 22:14:02+00:00
92,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:14:03.000Z,-0.95896211,7.92720145,36.22158679,42.22007546,-13.97586364,-47.01473656,2021-08-13 22:14:03+00:00
93,Monero,XMR,monero,161,1,28,2021-08-13T22:14:04.000Z,0.03700154,5.02902895,2.78805151,33.78025172,-0.64782253,-31.92343121,2021-08-13 22:14:04+00:00
94,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:14:02.000Z,-0.20998123,8.51966299,13.52974844,64.67147502,28.04987521,-13.70660336,2021-08-13 22:14:02+00:00
95,Cardano,ADA,cardano,286,1,4,2021-08-13T22:13:07.000Z,-1.4419326,15.78993002,44.32804406,58.99554187,29.66383043,-12.23174622,2021-08-13 22:13:07+00:00
96,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:17:02.000Z,-0.38708825,7.57241008,11.5534949,44.69744712,18.25559159,-2.25958943,2021-08-13 22:17:02+00:00
97,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:17:02.000Z,-0.51226616,10.28252762,21.12951722,37.13667266,2.73698151,-41.95997448,2021-08-13 22:17:02+00:00
98,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:17:03.000Z,-0.96082502,7.77205229,36.03237125,41.74130681,-14.03097922,-47.07328989,2021-08-13 22:17:03+00:00
99,Monero,XMR,monero,161,1,28,2021-08-13T22:17:04.000Z,-0.07003025,4.78239695,2.66514298,33.310905,-0.50601691,-32.11215471,2021-08-13 22:17:04+00:00
100,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:17:02.000Z,-0.2311736,8.3383015,13.27365672,64.19265296,27.89566028,-14.06537419,2021-08-13 22:17:02+00:00
101,Cardano,ADA,cardano,286,1,4,2021-08-13T22:16:07.000Z,-1.48399335,15.57569658,44.27766384,58.7548718,29.50709478,-12.3868627,2021-08-13 22:16:07+00:00
102,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:24:02.000Z,-0.30727169,7.80595275,11.35423809,44.46993624,18.1301341,-2.00553612,2021-08-13 22:24:02+00:00
103,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:24:02.000Z,-0.70039002,10.54336755,21.23677988,36.57576667,2.60166269,-41.85472543,2021-08-13 22:24:02+00:00
104,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:24:03.000Z,-0.66179278,8.69932525,36.37231659,41.82618069,-14.00623327,-46.75291414,2021-08-13 22:24:03+00:00
105,Monero,XMR,monero,161,1,28,2021-08-13T22:24:04.000Z,-0.08842313,5.49840512,2.39180927,33.06192598,-0.7491157,-32.1595799,2021-08-13 22:24:04+00:00
106,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:24:02.000Z,-0.12232096,8.67528209,13.15361346,64.10527669,27.86117325,-14.11115949,2021-08-13 22:24:02+00:00
107,Cardano,ADA,cardano,286,1,4,2021-08-13T22:23:07.000Z,-1.43264622,16.51630061,44.19734989,58.71451296,29.62799804,-12.10630761,2021-08-13 22:23:07+00:00
108,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:24:02.000Z,-0.30727169,7.80595275,11.35423809,44.46993624,18.1301341,-2.00553612,2021-08-13 22:24:02+00:00
109,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:24:02.000Z,-0.70039002,10.54336755,21.23677988,36.57576667,2.60166269,-41.85472543,2021-08-13 22:24:02+00:00
110,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:24:03.000Z,-0.66179278,8.69932525,36.37231659,41.82618069,-14.00623327,-46.75291414,2021-08-13 22:24:03+00:00
111,Monero,XMR,monero,161,1,28,2021-08-13T22:24:04.000Z,-0.08842313,5.49840512,2.39180927,33.06192598,-0.7491157,-32.1595799,2021-08-13 22:24:04+00:00
112,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:24:02.000Z,-0.12232096,8.67528209,13.15361346,64.10527669,27.86117325,-14.11115949,2021-08-13 22:24:02+00:00
113,Cardano,ADA,cardano,286,1,4,2021-08-13T22:23:07.000Z,-1.43264622,16.51630061,44.19734989,58.71451296,29.62799804,-12.10630761,2021-08-13 22:23:07+00:00
114,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:34:02.000Z,-0.30296824,7.86155602,11.61019803,44.32024075,17.95998839,-1.88468744,2021-08-13 22:34:02+00:00
115,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:34:02.000Z,-0.48504976,10.80227799,22.08075419,37.16308716,2.94762214,-41.63517862,2021-08-13 22:34:02+00:00
116,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:34:03.000Z,-0.46723905,8.76307599,36.91435693,42.08140259,-13.84114323,-46.42660014,2021-08-13 22:34:03+00:00
117,Monero,XMR,monero,161,1,28,2021-08-13T22:34:04.000Z,0.1144224,6.04098667,3.06690624,33.0921086,-0.73215694,-31.88110267,2021-08-13 22:34:04+00:00
118,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:34:02.000Z,-0.09775774,9.04000555,13.67807268,63.81989137,27.82103223,-13.93152905,2021-08-13 22:34:02+00:00
119,Cardano,ADA,cardano,286,1,4,2021-08-13T22:33:07.000Z,-1.36686773,16.72159991,44.72240501,59.58448308,29.58590636,-11.61485245,2021-08-13 22:33:07+00:00
120,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:34:02.000Z,-0.30296824,7.86155602,11.61019803,44.32024075,17.95998839,-1.88468744,2021-08-13 22:34:02+00:00
121,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:34:02.000Z,-0.48504976,10.80227799,22.08075419,37.16308716,2.94762214,-41.63517862,2021-08-13 22:34:02+00:00
122,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:34:03.000Z,-0.46723905,8.76307599,36.91435693,42.08140259,-13.84114323,-46.42660014,2021-08-13 22:34:03+00:00
123,Monero,XMR,monero,161,1,28,2021-08-13T22:34:04.000Z,0.1144224,6.04098667,3.06690624,33.0921086,-0.73215694,-31.88110267,2021-08-13 22:34:04+00:00
124,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:34:02.000Z,-0.09775774,9.04000555,13.67807268,63.81989137,27.82103223,-13.93152905,2021-08-13 22:34:02+00:00
125,Cardano,ADA,cardano,286,1,4,2021-08-13T22:33:07.000Z,-1.36686773,16.72159991,44.72240501,59.58448308,29.58590636,-11.61485245,2021-08-13 22:33:07+00:00
126,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:42:02.000Z,-0.17399317,8.16152645,11.66910508,44.20215278,18.50302737,-0.57264012,2021-08-13 22:42:02+00:00
127,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:42:02.000Z,0.01511349,11.41727745,22.52910459,37.45088685,3.19743345,-40.61077889,2021-08-13 22:42:02+00:00
128,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:42:03.000Z,-0.42375676,9.90982456,37.18428507,41.7032746,-13.64542348,-44.89902831,2021-08-13 22:42:03+00:00
129,Monero,XMR,monero,161,1,28,2021-08-13T22:42:04.000Z,0.41056906,6.6124775,3.02438363,33.04760402,-0.29968822,-30.72430637,2021-08-13 22:42:04+00:00
130,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:42:02.000Z,0.17808944,9.47922701,13.85373668,63.67409935,28.30944211,-12.25219992,2021-08-13 22:42:02+00:00
131,Cardano,ADA,cardano,286,1,4,2021-08-13T22:41:07.000Z,-0.19107358,17.92441152,46.13747538,60.84816057,31.04472719,-9.11196858,2021-08-13 22:41:07+00:00
132,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:49:02.000Z,-0.12845874,8.31134122,11.76008658,44.13752134,18.14417521,-1.01309004,2021-08-13 22:49:02+00:00
133,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:49:02.000Z,-0.1902637,11.37746855,22.50599283,37.15981818,3.05034049,-41.34853584,2021-08-13 22:49:02+00:00
134,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:49:03.000Z,-0.56646677,10.06216323,37.52754117,41.25465397,-13.53855123,-45.30346559,2021-08-13 22:49:03+00:00
135,Monero,XMR,monero,161,1,28,2021-08-13T22:49:04.000Z,0.2430576,6.64532361,2.9884154,32.07899138,-0.59075662,-31.35997579,2021-08-13 22:49:04+00:00
136,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:49:02.000Z,0.19532491,9.64197655,14.06805804,63.649352,28.11068351,-12.9667682,2021-08-13 22:49:02+00:00
137,Cardano,ADA,cardano,287,1,4,2021-08-13T22:48:07.000Z,-0.39818588,17.4206128,45.8501814,60.10151167,30.55609219,-10.23366618,2021-08-13 22:48:07+00:00
138,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-13T22:54:02.000Z,0.03901021,8.43496276,11.5142038,44.37276516,18.41720546,-1.22130842,2021-08-13 22:54:02+00:00
139,Litecoin,LTC,litecoin,710,1,13,2021-08-13T22:54:02.000Z,-0.06103415,11.61508531,22.26339463,37.26859867,2.94856489,-41.1412781,2021-08-13 22:54:02+00:00
140,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T22:54:03.000Z,-0.36863231,10.13606669,37.06098634,41.62373717,-13.68772025,-45.42052682,2021-08-13 22:54:03+00:00
141,Monero,XMR,monero,161,1,28,2021-08-13T22:54:04.000Z,0.21751917,6.54983488,2.43840559,32.1470906,-1.260827,-31.74091375,2021-08-13 22:54:04+00:00
142,Ethereum,ETH,ethereum,5602,1,2,2021-08-13T22:54:02.000Z,0.22911588,9.78413555,13.74086487,63.72198897,28.3368298,-13.35064778,2021-08-13 22:54:02+00:00
143,Cardano,ADA,cardano,287,1,4,2021-08-13T22:54:07.000Z,-0.57082185,17.66262527,45.36539792,59.81310606,30.51572812,-9.92567149,2021-08-13 22:54:07+00:00
