,news_url,image_url,title,text,source_name,date,topics,sentiment,tickers,rank_score
20,https://ambcrypto.com/heres-this-execs-timeline-for-when-ethereum-will-overtake-bitcoin/,https://crypto.snapi.dev/images/v1/c/p/ethereum-3660218-1920-5-21990-22274-53062.jpg,Here's this exec's timeline for when Ethereum will ‘overtake' Bitcoin,"As the world's most used blockchain, Ethereum has grown significantly over the years. Both the network's market cap and institutional interest have grown too.",AMBCrypto,2021-08-21 15:00:58+00:00,[],Positive,['ETH'],6.01
21,https://ambcrypto.com/what-is-the-well-known-secret-about-doge-holders/,https://crypto.snapi.dev/images/v1/e/h/adobestock-439529320-editorial-use-only-52140-53053.jpeg,What is the well-known secret about DOGE holders,"Dogecoin has evolved from being a joke into one of the market's top-10 cryptocurrencies over the past year. For many supporters, it is no more a meme-coin.",AMBCrypto,2021-08-21 14:00:42+00:00,[],Neutral,['DOGE'],6.01
22,https://beincrypto.com/bitcoin-testing-50000-resistance-as-altcoins-climb-on-weekend/,https://crypto.snapi.dev/images/v1/b/g/bic-artwork-fundamentals-53071.jpg,"Bitcoin Testing $50,000 Resistance as Altcoins Climb on Weekend","Bitcoin remains under $50,000 as it continues to test resistance, while altcoins have enjoyed gains over Saturday. The post Bitcoin Testing $50,000 Resistance as Altcoins Climb on Weekend appeared first on BeInCrypto.",BeInCrypto,2021-08-21 15:58:20+00:00,[],Negative,['BTC'],5.98
23,https://beincrypto.com/advisorshares-submits-application-for-bitcoin-etf/,https://crypto.snapi.dev/images/v1/b/f/bic-btc-increase-uptrend-53034.jpg,AdvisorShares Submits Application for Bitcoin ETF,Investment management company AdvisorShares has filed with the U.S. Securities and Exchange Commission (SEC) for a bitcoin (BTC) futures exchange traded fund (ETF). The post AdvisorShares Submits Application for Bitcoin ETF appeared first on BeInCrypto.,BeInCrypto,2021-08-21 12:10:00+00:00,[],Positive,['BTC'],5.98
24,https://beincrypto.com/cardano-innovators-kick-ios-public-sale-starts-on-exmarkets/,https://crypto.snapi.dev/images/v1/b/s/unnamed-5-2-53038.png,Cardano Innovators KICK.IO's Public Sale Starts on ExMarkets,Cardano Innovators KICK.IO's Public Sale Starts on ExMarkets The post Cardano Innovators KICK.IO's Public Sale Starts on ExMarkets appeared first on BeInCrypto.,BeInCrypto,2021-08-21 12:36:50+00:00,[],Neutral,['ADA'],5.98
25,https://invezz.com/news/2021/08/21/cool-valley-mayor-plans-to-offer-each-city-resident-up-to-1000-in-btc/,https://crypto.snapi.dev/images/v1/j/s/cool-valley-mayor-btc-53017.jpg,"Cool Valley mayor plans to offer each city resident up to $1,000 in BTC","Jason Stewart, the mayor of the Cool Valley, intends to offer more than $1 million (£0.73 million) worth of Bitcoin (BTC/USD) to the city's approximately 1,500 residents. He disclosed this news during an interview on August 19, saying he wants every household in Cool Valley to get some BTC. The mayor expects to start this […] The post Cool Valley mayor plans to offer each city resident up to $1,000 in BTC appeared first on Invezz.",Invezz,2021-08-21 10:17:52+00:00,[],Positive,['BTC'],5.89
26,https://u.today/charles-hoskinson-urges-cardano-devs-to-create-proof-of-burn-app-for-ada,https://crypto.snapi.dev/images/v1/o/w/9259-53020.jpg,Charles Hoskinson Urges Cardano Devs to Create Proof-of-Burn App for ADA,Charles Hoskinson responds to ADA critics by offering Cardano community to create a Proof-of-Burn application for ADA,UToday,2021-08-21 10:40:00+00:00,[],Neutral,['ADA'],5.83
27,https://cryptopotato.com/almost-a-bitcoin-millionaire-but-only-if-he-knew-his-password/,https://crypto.snapi.dev/images/v1/o/w/bitcointresure-53045.jpg,Almost a Bitcoin Millionaire But Only if He Knew His Password,"If he had not deleted his private key and password, the South African engineer - Mark Michaels - would have had around $940,000 worth of BTC",CryptoPotato,2021-08-21 12:44:00+00:00,[],Neutral,['BTC'],5.8
28,https://cryptopotato.com/adoption-psv-eindhoven-starts-accepting-bitcoin-sponsorships/,https://crypto.snapi.dev/images/v1/j/q/bitcoinpsv-53060.jpg,Adoption: PSV Eindhoven Starts Accepting Bitcoin Sponsorships,PSV Eindhoven has received the entire sponsorship deal with Anycoin Direct in the form of bitcoin.,CryptoPotato,2021-08-21 14:52:53+00:00,[],Positive,['BTC'],5.8
29,https://cryptoticker.io/en/bitcoin-price-prediction-btc-50k-heres-what-to-do/,https://crypto.snapi.dev/images/v1/l/i/bitcoin-whales-1-52983-53057.jpg,Bitcoin Price Prediction – BTC reaching 50K again! Here's what to do,"After an impressive recovery, Bitcoin managed to flip all skeptics and surge back. Many traders expected that Bitcoin prices were going to sink further or even consolidate further around its 30K mark.",CryptoTicker,2021-08-21 14:20:13+00:00,[],Positive,['BTC'],5.74
30,https://coingape.com/el-salvador-president-snaps-back-at-economists-crackpot-btc-law-comments/,https://crypto.snapi.dev/images/v1/x/f/el-salvador-president-nayib-bukele-bitcoin-law-52986.jpeg,El Salvador President Snaps Back at Economist's “Crackpot BTC Law” Comments,"El Salvador, the small Central American Nation is all set to bring Bitcoin Law into effect from September 7. The Latin American country created history on June 9 after Congress approved Bitcoin as a legal tender.",Coingape,2021-08-21 06:52:11+00:00,[],Neutral,['BTC'],5.74
31,https://coinpedia.org/price-analysis/cardano-price-ada-price-discovery-mode/,https://crypto.snapi.dev/images/v1/v/y/crypto20-52988.jpg,Cardano Price Discovery Mode! How High Will ADA Price Reach This Year?,"Cardano has been making headlines in recent weeks as the altcoin prepares to roll out the Alonzo upgrade, which will bring smart contracts to its network. Cardano Price has seen significant gains in recent months, reaching a new all-time high. It recently reached an all-time high of $2.57, making it one of the best-performing cryptocurrencies …",CoinPedia,2021-08-21 05:51:39+00:00,[],Positive,['ADA'],5.71
32,https://bitcoinist.com/ethereum-founder-states-token-based-decentralized-governance-stops-defi-sector-from-growing/?utm_source=rss&utm_medium=rss&utm_campaign=ethereum-founder-states-token-based-decentralized-governance-stops-defi-sector-from-growing,https://crypto.snapi.dev/images/v1/f/q/dominoes-665547-1280-640x416-52992.jpg,Ethereum Founder States Token-Based Decentralized Governance Stops DeFi Sector From Growing,"Ethereum Creator suggests “proof-of-participation” and “proof-of-humanity” as the alternatives for the present coin voting. However, there is more to DeFi than what is happening now, he asserts.",Bitcoinist,2021-08-21 07:03:16+00:00,[],Neutral,['ETH'],5.65
33,https://www.cryptoglobe.com/latest/2021/08/advisor-to-president-of-colombia-bitcoin-is-most-brilliant-piece-of-software-ever/,https://crypto.snapi.dev/images/v1/u/x/bitcoin-2007769-1920-2-53055.jpg,Advisor to President of Colombia: Bitcoin Is ‘Most Brilliant Piece of Software Ever',"An advisor to the President of Colombia has called Bitcoin the “most brilliant piece of software ever.” Speaking in an interview with CryptoPotato, presidential advisor Jehudi Castro Sierra lauded the technological prowess of Bitcoin. Castro Sierra, whose chief responsibility is to guide the country's leader on matters related to technology and digital transformation, said Bitcoin […]",CryptoGlobe,2021-08-21 14:02:26+00:00,[],Positive,['BTC'],5.59
34,https://www.cryptoglobe.com/latest/2021/08/dogecoin-doge-popularity-among-new-investors-is-surging-says-new-research-report/,https://crypto.snapi.dev/images/v1/7/u/dogecoin-6363104-1920-2-52977.jpg,"Dogecoin ($DOGE) Popularity Among New Investors Is Surging, Says New Research Report","A report by data analytics platform Chainalysis shows new investors are adopting Dogecoin at levels not seen since the 2017 bull run. v As The Daily Hodl reported on August 18, Chainalysis says in this new report that new investor adoption has surged in 2021, rivaling the cryptoasset bull market at the end of 2017. The […]",CryptoGlobe,2021-08-21 05:41:44+00:00,[],Positive,['DOGE'],5.59
35,https://www.cryptoglobe.com/latest/2021/08/dogecoin-doge-logo-to-be-featured-on-premier-league-clubs-sleeves/,https://crypto.snapi.dev/images/v1/s/y/executium-e6gkoizkmnc-unsplash-52987.jpg,Dogecoin ($DOGE) Logo to Be Featured on Premier League Club's Sleeves,"A team in one of the biggest soccer leagues in the world, the Watford Football Club (FC), is set to feature the Dogecoin logo on its sleeves for the 2021/2022 season after inking a deal with gambling website Stake.com. According to a report from The Athletic, first spotted by Daily Hold, the deal was worth […]",CryptoGlobe,2021-08-21 06:50:00+00:00,[],Positive,['DOGE'],5.59
36,https://www.cryptoglobe.com/latest/2021/08/microsoft-considering-using-ethereum-eth-to-combat-piracy/,https://crypto.snapi.dev/images/v1/p/a/money-5511316-1920-52980.jpg,Microsoft Considering Using Ethereum ($ETH) to Combat Piracy,"Microsoft, the software and personal computing giant behind the Windows and Xbox brand, has published a new research paper showing how Ethereum can be used to combat piracy.  According to Cointelegraph, Microsoft's research department, in conjunction with participants from Alibaba and Carnegie Mellon University, has released a new research paper studying a blockchain-based incentive system […]",CryptoGlobe,2021-08-21 06:20:00+00:00,[],Positive,['ETH'],5.59
37,https://en.cryptonomist.ch/2021/08/21/whales-of-bitcoin-market/,https://crypto.snapi.dev/images/v1/a/h/bitcoin-whales-1-52983.jpg,Who the whales of Bitcoin are and how much they weigh in the market,"Among them, exchanges, people, and institutions",The Cryptonomist,2021-08-21 06:03:52+00:00,['whales'],Neutral,['BTC'],5.49
38,https://invezz.com/news/2021/08/21/a-convicted-drug-dealer-gets-1-5m-in-bitcoin-btc-from-the-swedish-government/,https://crypto.snapi.dev/images/v1/f/e/sweden-53002.jpg,A convicted drug dealer gets $1.5M in Bitcoin (BTC) from the Swedish government,"For as long as it has been around, the crypto industry has been seeing unusual and strange developments that are difficult to explain. One of the most recent examples of this is the Swedish government paying around $1.5 million in Bitcoin to a convicted and imprisoned drug dealer. How did it happen? Basically, two years […] The post A convicted drug dealer gets $1.5M in Bitcoin (BTC) from the Swedish government appeared first on Invezz.",Invezz,2021-08-21 08:17:13+00:00,[],Negative,['BTC'],5.44
39,https://www.cryptodaily.co.uk/2021/08/vaneck-proshares-pull-ether-etf-filings,https://crypto.snapi.dev/images/v1/p/y/vaneck-52998.jpg,VanEck And ProShares Withdraw Ethereum ETF Applications,"A couple of days after they filed their paperwork for proposals for Ethereum futures, both VanEck and ProShares hastily withdrew their proposals. The firms sent the letters asking for the withdrawal on Friday, dampening the hopes for a crypto-ETF approval this year.",Crypto Daily,2021-08-21 08:00:00+00:00,[],Negative,['ETH'],5.41
40,https://www.cryptodaily.co.uk/2021/08/united-wholesale-mortgage-will-accept-bitcoin-other-cryptocurrency,https://crypto.snapi.dev/images/v1/q/q/uwm-53058.jpg,United Wholesale Mortgage Announces Plans To Start Accepting Payments In Bitcoin,"Homeowners are set to have another option when it comes to paying their mortgage, with United Wholesale Mortgage, the second-largest mortgage lender in the US, announcing plans to start accepting cryptocurrencies, more specifically Bitcoin, for home loan payments. The news is a first for the mortgage industry in the US.",Crypto Daily,2021-08-21 14:15:00+00:00,[],Positive,['BTC'],5.41
41,https://www.cryptopolitan.com/dogecoin-price-analysis-2021-08-21/,https://crypto.snapi.dev/images/v1/p/o/dogecoin-price-analysis-2-52985.jpg,Dogecoin Price Analysis: Dogecoin bulls pouncing on the $0.33 mark after bulls breached $0.30,TL;DR Breakdown Dogecoin price analysis is bullish after the price action hit crucial level Buyers need to be more decisive in order to steer a solid uptrend  dogecoin price rally is signaling positivity on the 1-hour chart with a breakout focused on the $0.33 mark Dogecoin Price Analysis General Overview Dogecoin price analysis is bullish […],Cryptopolitan,2021-08-21 06:45:11+00:00,['tanalysis'],Positive,['DOGE'],5.37
42,https://www.dcforecasts.com/bitcoin-news/a-new-btc-price-prediction-shows-potential-for-above-50000/,https://crypto.snapi.dev/images/v1/d/k/gold-1-52847-53006.jpeg,"A New BTC Price Prediction Shows Potential For Above $50,000","The latest Bitcoin news show that the most dominant coin has been climbing up lately and going above almost all resistance levels. The situation over the past month has made many people bullish, and a new BTC price prediction shows a major potential for the largest coin by market cap to breach the $50,000 mark.",DCForecasts,2021-08-21 08:32:20+00:00,[],Positive,['BTC'],5.35
43,https://en.cryptonomist.ch/2021/08/21/staking-ethereum-2-0-innovation-mining/,https://crypto.snapi.dev/images/v1/9/s/ethereum-staking-1-52984.jpg,Staking Ethereum 2.0 – An innovation in the mining,"In only five years of existence, Ethereum has reached a value of $ 3000 / ETH, now occupying second place in the cryptocurrencies top, after Bitcoin. And with ETH 2.0 right around the corner, the Ethereum price prediction promises even bigger surprises!",The Cryptonomist,2021-08-21 05:01:55+00:00,['mining'],Positive,['ETH'],5.33
44,https://en.cryptonomist.ch/2021/08/21/tradingview-bitcoin-first-nft/,https://crypto.snapi.dev/images/v1/r/l/tradingview-nft-1-52982.jpg,Tradingview sends Bitcoin into space and creates its first NFT,"BTC to the moon? Yes, literally",The Cryptonomist,2021-08-21 06:05:21+00:00,['NFT'],Positive,['BTC'],5.16
45,https://u.today/number-of-lost-bitcoins-hits-3396-of-total-btc-supply-heres-what-it-means,https://crypto.snapi.dev/images/v1/u/7/9255-0-53073.jpg,"Number of Lost Bitcoins Hits 33.96% Of Total BTC Supply, Here's What It Means",Data provided by Glassnode shows that the number of long-term held or lost Bitcoins has reached a new major high of almost 34 percent of the BTC supply,UToday,2021-08-21 16:00:00+00:00,['bitcoin'],Negative,['BTC'],5.13
46,https://coinnounce.com/el-salvador-calls-us-economist-boomer-for-criticizing-the-bitcoin-law/,https://crypto.snapi.dev/images/v1/2/1/5805bf57555343b8bc75d4f763609fe4-18-53000.jpg,El Salvador calls US economist “boomer” for criticizing the bitcoin law.,The Central American nation El Salvador is all set to bring Bitcoin Law into effect from September 7. The Latin American country created history on June 9 after Congress approved Bitcoin as an optional legal tender.,Coinnounce,2021-08-21 08:11:04+00:00,[],Negative,['BTC'],4.96
47,https://thecurrencyanalytics.com/altcoins/charles-hoskinson-and-cardano-ada-community-are-discussing-mike-a-mysterious-man-32418.php,https://crypto.snapi.dev/images/v1/a/p/cardanomysteriousman-53009.jpeg,Charles Hoskinson and Cardano (ADA) Community are Discussing MIKE a mysterious Man,Catch up on the latest crypto market news at The Currency Analytics. Dan Gambardello expressed:  Just heard about an Ethereum Defi project who just hired multiple developers who have gone through the… The post Charles Hoskinson and Cardano (ADA) Community are Discussing MIKE a mysterious Man appeared first on Cryptocurrency News.,The Currency Analytics,2021-08-21 09:13:53+00:00,[],Neutral,['ADA'],4.93
48,https://www.cryptoglobe.com/latest/2021/08/swedish-authorities-forced-to-return-33-bitcoins-to-convicted-drug-dealers/,https://crypto.snapi.dev/images/v1/l/9/bitcoin-2868703-1920-4-52995.jpg,Swedish Authorities Forced to Return 33 Bitcoins to Convicted Drug Dealers,"The Swedish state has recently been forced to return 33 BTC (worth around SEK 13 million) to three jailed drug dealers whose crypto (profits from online sales of illegal drugs) had been seized following their arrest. According to a report by Radio Sweden, here is what happened. When the drug dealers were arrested in the […]",CryptoGlobe,2021-08-21 07:33:28+00:00,['bitcoin'],Negative,['BTC'],4.89
49,https://www.benzinga.com/markets/cryptocurrency/21/08/22606134/litecoin-stages-revival-amid-bitcoins-bull-run,https://crypto.snapi.dev/images/v1/y/t/litecoin-53070.jpg,Litecoin Stages Revival Amid Bitcoin's Bull Run,"Litecoin (CRYPTO: LTC), an early Bitcoin (CRYPT: BTC) spinoff and peer-to-peer cryptocurrency was consolidating on Saturday morning after rising over 12% on Thursday and Friday. Many cryptocurrencies have seen a revival recently from their mid-summer lows which is due, in part, to seasonality.",Benzinga,2021-08-21 15:51:01+00:00,[],Positive,"['BTC', 'LTC']",4.45
54,https://www.coindesk.com/bitcoin-breaks-48k-for-first-time-since-may,https://crypto.snapi.dev/images/v1/q/w/executium-dwpwyd4qt6w-unsplash-52712-52838.jpg,Bitcoin Breaks $48K For First Time Since May,"The world's largest cryptocurrency is up 6% over the last 24 hours and has broken the $48,000 mark for the first time since May. At press time, bitcoin was trading at $48,748 according to CoinDesk 20 data.",Coindesk,2021-08-20 16:33:12+00:00,[],Positive,['BTC'],8.98
55,https://coinfomania.com/more-than-200-liquidated-as-bitcoin-reclaims-49k/,https://crypto.snapi.dev/images/v1/l/i/bitcoin-2-52863.jpeg,More Than $200 Million Liquidated As Bitcoin Reclaims $49k.,"The latest development with the king coin has sparked jubilations through the crypto space. A few minutes to the time of writing, Bitcoin hit a new high of $49,110 and higher on some exchanges.",Coinfomania,2021-08-20 17:57:07+00:00,[],Negative,['BTC'],7.48
56,https://www.reuters.com/technology/bitcoin-rises-5-percent-49106-2021-08-20/,https://crypto.snapi.dev/images/v1/4/w/yaqwjzanpfo3fezurxtusosena-52945.jpg,"Bitcoin rises 5 percent to $49,106","Bitcoin rose 5.01 % to $49,106.4 at 22:04 GMT on Friday, adding $2,342.1 to its previous close.",Reuters,2021-08-20 22:11:14+00:00,[],Positive,['BTC'],6.94
