news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers,news_id,rank_score,eventid
https://u.today/india-still-considering-banning-bitcoin-and-other-private-cryptocurrencies,https://crypto.snapi.dev/images/v1/c/z/8933-47160.jpg,India Still Considering Banning Bitcoin and Other Private Cryptocurrencies,India's cryptocurrency ban is still up in the air,UToday,"Mon, 02 Aug 2021 10:31:00 -0400",[],Negative,Article,['BTC'],47160,8.08,
https://news.bitcoin.com/bank-of-america-benefits-adopting-bitcoin-legal-tender-el-salvador/,https://crypto.snapi.dev/images/v1/t/j/bank-of-america-el-salvador1-47329.jpg,Bank of America Sees Benefits in Adopting Bitcoin as Legal Tender in El Salvador,"Bank of America has outlined some benefits to be had from adopting bitcoin as legal tender in El Salvador. The opportunities include low-cost remittances, financial digitization, more choices, and greater investments from foreign companies. Bank of America Highlights Opportunities Bitcoin Brings to El Salvador as Legal Tender Bank of America (BOA) outlined some potential benefits […]",Bitcoin,"Mon, 02 Aug 2021 22:30:33 -0400",[],Positive,Article,['BTC'],47329,6.58,J31
https://beincrypto.com/bank-america-el-salvador-bitcoin-adoption/,https://crypto.snapi.dev/images/v1/5/a/pexels-karolina-grabowska-5980743-630x420-46675-47039.jpg,Bank of America Report Sees Upsides to El Salvador Bitcoin Adoption,A report from the Bank of America lists some potential benefits for El Salvador as it works to implement bitcoin into its economy. The post Bank of America Report Sees Upsides to El Salvador Bitcoin Adoption appeared first on BeInCrypto.,BeInCrypto,"Mon, 02 Aug 2021 03:45:06 -0400",[],Positive,Article,['BTC'],47039,6.43,J31
https://cryptoslate.com/el-salvadors-bitcoin-bill-has-5-key-benefits-says-bank-of-america/,https://crypto.snapi.dev/images/v1/3/e/elsalvador-bitcoin-boa-47323.jpg,"El Salvador's Bitcoin bill has 5 key benefits, says Bank of America","US financial services player Bank of America, one of the world's largest banks, has come out in support of El Salvador's Bitcoin bill in a note to clients last week. The post El Salvador's Bitcoin bill has 5 key benefits, says Bank of America appeared first on CryptoSlate.",CryptoSlate,"Mon, 02 Aug 2021 21:01:13 -0400",[],Positive,Article,['BTC'],47323,6.34,J31
https://bitcoinist.com/bank-of-america-sees-four-upsides/?utm_source=rss&utm_medium=rss&utm_campaign=bank-of-america-sees-four-upsides,https://crypto.snapi.dev/images/v1/d/e/200428165213-bank-of-america-file-super-tease-640x360-47261.jpg,Bank Of America Sees Four Upsides In El Salvador's Bitcoin Adoption,"Bank Of America has said that it sees how El Salvador's adoption of Bitcoin could help the Island country. President Bukele Agrees With Bank Of America President Nayib Bukele of El Salvador, a Central American country, tweeted yesterday screenshots of a Bank of America economic outlook report (BofA).",Bitcoinist,"Mon, 02 Aug 2021 15:58:36 -0400",[],Positive,Article,['BTC'],47261,6.1,J31
https://bitcoinmagazine.com/business/bank-of-america-report-el-salvador-btc,https://crypto.snapi.dev/images/v1/e/s/el-salvador-47188.jpg,Bank Of America Sees Opportunities With El Salvador's Bitcoin Adoption,"BofA sees four upsides to Bitcoin adoption in El Salvador, including remittances, financial digitalization, and foreign investments.",Bitcoin Magazine,"Mon, 02 Aug 2021 12:01:04 -0400",[],Positive,Article,['BTC'],47188,6.07,J31
https://en.cryptonomist.ch/2021/08/02/el-salvador-bitcoin-advantages-bank-of-america/,https://crypto.snapi.dev/images/v1/1/u/el-salvador-bitcoin1-1-47087.jpg,El Salvador: bitcoin's advantages according to Bank of America,The decision to make BTC legal tender in the country is also having consequences outside the country itself,The Cryptonomist,"Mon, 02 Aug 2021 05:17:50 -0400",[],Positive,Article,['BTC'],47087,5.83,J31
https://thecurrencyanalytics.com/bitcoin/why-are-bitcoin-btc-fans-looking-at-el-salvador-and-bank-of-america-statements-31605.php,https://crypto.snapi.dev/images/v1/p/j/bitcoin-1-47124.jpg,Why are Bitcoin (BTC) Fans looking at El Salvador and Bank of America Statements?,"Catch up on the latest crypto market news at The Currency Analytics. Nayib Bukele pointed to the Bank of America statement, “We recently revised up our GDP growth forecasts for 2021, to… The post Why are Bitcoin (BTC) Fans looking at El Salvador and Bank of America Statements?",The Currency Analytics,"Mon, 02 Aug 2021 09:00:29 -0400",[],Positive,Article,['BTC'],47124,5.38,J31
https://thecurrencyanalytics.com/bitcoin/bitcoin-in-japan-is-legal-btc-inheritance-to-legal-heirs-is-complex-due-to-its-anonymous-nature-31616.php,https://crypto.snapi.dev/images/v1/u/y/bitcoin-4-47242.jpg,Bitcoin in Japan Is Legal BTC Inheritance to Legal heirs is Complex Due to Its Anonymous Nature,Catch up on the latest crypto market news at The Currency Analytics. Cryptocurrencies are legal in Japan.,The Currency Analytics,"Mon, 02 Aug 2021 14:30:42 -0400",[],Neutral,Article,['BTC'],47242,4.93,
https://thecurrencyanalytics.com/bitcoin/china-has-forever-been-a-spicy-and-soupy-participant-in-the-bitcoin-btc-space-31625.php,https://crypto.snapi.dev/images/v1/8/k/bitcoin-6-47287.jpg,China Has Forever Been a Spicy and Soupy Participant in the Bitcoin (BTC) Space,Catch up on the latest crypto market news at The Currency Analytics. China has banned banks from using bitcoin and banished so-called crypto ‘miners' from the country.,The Currency Analytics,"Mon, 02 Aug 2021 18:00:38 -0400",[],Neutral,Article,['BTC'],47287,4.93,
https://cointelegraph.com/news/paypal-reportedly-assembling-crypto-team-in-ireland-as-bitcoin-adoption-grows,https://crypto.snapi.dev/images/v1/l/f/840-ahr0chm6ly9zmy5jb2ludgvszwdyyxbolmnvbs91cgxvywrzlziwmjetmdgvy2u5mdg4zdutodjlzi00mmnjlwjkmtgtzdbiyjywnzllownklmpwzw-46955.jpg,PayPal reportedly assembling crypto team in Ireland as Bitcoin adoption grows,The new hires will help PayPal expand its crypto-focused business offering at a time of rapid adoption of Bitcoin and Ether.,Cointelegraph,"Sun, 01 Aug 2021 12:13:34 -0400",[],Positive,Article,['BTC'],46955,6.67,J27
https://cointelegraph.com/news/bank-of-america-outlines-4-potential-benefits-of-el-salvador-s-bitcoin-strategy,https://crypto.snapi.dev/images/v1/6/n/840-ahr0chm6ly9zmy5jb2ludgvszwdyyxbolmnvbs91cgxvywrzlziwmjetmdgvytm3owq2mdgtnjqzny00ntflltlmzdmtm2uwyze2njy2odfklmpwzw-46977.jpg,Bank of America outlines 4 potential benefits of El Salvador's Bitcoin strategy,"“More than 70% of the adult population of El Salvador does not have a bank account,” reads the latest Global Research report from Bank of America. “For that reason, democratizing access to electronic payments, through Bitcoin, has a progressive touch.",Cointelegraph,"Sun, 01 Aug 2021 15:24:22 -0400",[],Positive,Article,['BTC'],46977,6.67,J31
https://u.today/bank-of-america-outlines-key-benefits-of-bitcoin-adoption-in-el-salvador,https://crypto.snapi.dev/images/v1/w/1/adobestock-295578657-editorial-use-only-46968.jpeg,Bank of America Outlines Key Benefits of Bitcoin Adoption in El Salvador,America's second-largest bank sees a slew of advantages in El Salvador's move to adopt Bitcoin,UToday,"Sun, 01 Aug 2021 14:38:00 -0400",[],Positive,Article,['BTC'],46968,6.28,J31
https://beincrypto.com/finland-seeking-brokers-to-assist-in-sale-of-82m-worth-of-seized-btc/,https://crypto.snapi.dev/images/v1/9/w/bic-tokenization-real-estate-46832.jpg,Finland Seeking Brokers to Assist in Sale of $82M Worth of Seized BTC ,Finland is currently looking for cryptocurrency brokers to assist in the sale of bitcoin used in criminal activities. The post Finland Seeking Brokers to Assist in Sale of $82M Worth of Seized BTC  appeared first on BeInCrypto.,BeInCrypto,"Sat, 31 Jul 2021 10:19:03 -0400",[],Neutral,Article,['BTC'],46832,5.98,
https://bitcoinmagazine.com/business/warren-davidson-cryptocurrency-infrastructure-tax-bill,https://crypto.snapi.dev/images/v1/j/q/warren-davidson-emergency-46650.png,Congressman Warren Davidson On How The Last-Minute Bitcoin Tax Bill Is Bad For America,Congressman Warren Davidson explained how the cryptocurrency tax addition to the Senate infrastructure bill is bad for the U.S.,Bitcoin Magazine,"Fri, 30 Jul 2021 13:16:04 -0400","['taxes', 'regulations']",Negative,Article,['BTC'],46650,5.89,
https://coingape.com/bitcoin-price-prediction-btc-bullish-outlook-steadies-above-40000-as-paypal-launches-crypto-exchange-in-the-uk/,https://crypto.snapi.dev/images/v1/l/o/bitcoin-1-46411.jpg,"Bitcoin Price Prediction: BTC Bullish Outlook Steadies Above $40,000 As PayPal Launches Crypto Exchange In The UK","A daily close above $40,000 could see Bitcoin nurture a key uptrend to $50,000. PayPal to debut a crypto exchange platform in the UK as the market turns green.",Coingape,"Fri, 30 Jul 2021 00:19:50 -0400",[],Positive,Article,['BTC'],46411,5.74,
https://bitcoinmagazine.com/culture/why-i-should-spend-retirement-on-bitcoin,https://crypto.snapi.dev/images/v1/a/q/img-6035-46678.png,Why The $35 Trillion In United States Retirement Accounts Should Be Spent On Bitcoin,American retirement savings represent a new beachhead for bitcoin — we just need to make sure people hold their own keys.,Bitcoin Magazine,"Fri, 30 Jul 2021 15:10:50 -0400",[],Positive,Article,['BTC'],46678,5.62,
https://bitcoinmagazine.com/business/bitcoin-mining-paraguay-renewable-energy,https://crypto.snapi.dev/images/v1/o/x/screen-shot-2021-07-30-at-80242-am-46524.png,Bitcoin Miners Consider Paraguay In Wake of China Ban,"As many as eight China-based Bitcoin mining firms are said to be looking to relocate operations to Paraguay, home to abundant hydroelectric energy.",Bitcoin Magazine,"Fri, 30 Jul 2021 08:04:11 -0400",['mining'],Positive,Article,['BTC'],46524,5.57,
https://decrypt.co/78743/uk-police-ethereum-scam,https://crypto.snapi.dev/images/v1/g/r/ethereum-mousetrap-gid-2-51742.jpg,UK Police to Return Ethereum Stolen in $22 Million Investment Scam,Greater Manchester Police recovered over $22 million in stolen crypto from scammers—including over $9 million on a single encrypted USB drive.,Decrypt,"Tue, 17 Aug 2021 12:56:32 -0400",[],Negative,Article,['ETH'],51742,6.16,
https://dailyhodl.com/2021/08/16/uk-detectives-seize-usb-stick-with-9-5-million-in-ethereum-in-alleged-crypto-scam/,https://crypto.snapi.dev/images/v1/d/o/under-arrest-handsjpgfit10242c601ssl1-51427.jpg,UK Detectives Seize USB Stick With $9.5 Million in Ethereum in Alleged Crypto Scam,"Detectives in the United Kingdom have reportedly seized a USB stick with $9.5 million in Ethereum (ETH) that was believed to be stolen through an alleged crypto scam. In a statement, the Greater Manchester Police (GMP say that their specialist officers from the Economic Crime Unit retrieved the USB stick after tracking down two alleged […] The post UK Detectives Seize USB Stick With $9.5 Million in Ethereum in Alleged Crypto Scam appeared first on The Daily Hodl.",The Daily Hodl,"Mon, 16 Aug 2021 14:45:20 -0400",[],Negative,Article,['ETH'],51427,6.04,
